year,artist,title,medium,description,winner,image_path,image_stem,url
2017,Neil Evans,Fitzroy Falls,varnished acrylic on board,"My father’s aunt, Vera Wormley, married Albert Edgar Victor Gordon Earle. They spent their honeymoon visiting Fitzroy Falls [in the NSW Southern Highlands]. Ever since hearing that story as a child, I have had a soft spot in my heart for that special place. I hope my plein-air painting of it has done it justice. Neil Evans, 2017",False,data/images/2017_Neil Evans_Fitzroy Falls.jpg,2017_Neil Evans_Fitzroy Falls,https://www.artgallery.nsw.gov.au/prizes/wynne/2017/29865/
2017,James Drinkwater,Passage to Rungli Rungliot,oil on hardboard,"Rungli Rungliot, from the language of the Sauria Paharia people of West Bengal, translates as ‘thus far and no further’. It is the name given to a Tasmanian Highland hut nestled in a sapling forest in the land of a thousand lakes. Sixty years ago, the original owners of the hut found their Eden. It was a place to be at peace with the world – they needed to search no more. I travelled to this place and immersed myself in the trees next to the lake where I documented and created drawings and paintings, both day and night. James Drinkwater, 2017",False,data/images/2017_James Drinkwater_Passage to Rungli Rungliot.jpg,2017_James Drinkwater_Passage to Rungli Rungliot,https://www.artgallery.nsw.gov.au/prizes/wynne/2017/29864/
2017,Lucy Culliton,Love lies bleeding,oil on canvas,"I love my garden. Living on a property with a few acres means when I need to expand the garden I move a fence. This bed was paddock. I have planted trees that will one day be spectacular in front of the rocks. For now, I have planted love lies bleeding, orange button chrysanthemums and dahlias. I needed to use the reds and orange after looking at Elizabeth Cummings’ paintings. Lucy Culliton, 2017",False,data/images/2017_Lucy Culliton_Love lies bleeding.jpg,2017_Lucy Culliton_Love lies bleeding,https://www.artgallery.nsw.gov.au/prizes/wynne/2017/29863/
2017,Kunmanara (Wawiriya) Burton,"Ngayuku mamaku ngura (my father’s country), minyma mingkiri tjuta (small desert female mice)",acrylic on linen,"Wawiriya Burton is a senior woman from the Amata community. In this painting, she tells the story of her father’s country near Pipalyatjara, west of Amata in South Australia. It depicts minyma mingkiri tjuta (small female desert mice). The mingkiri are pregnant and give birth to many babies. They then journey to the surrounding rock holes in search of food and water for their young. The dotted lines are mingkiri tracks. ‘A long time ago, when we were little children, we ran around Puta Puta and Ilitjata, our grandfather’s and father’s ground, and because of this we grew up strong. Why? Because it’s Anangu country – Aboriginal people’s Country – of their spirit.’ Wawiriya Burton, 2017",False,data/images/2017_Kunmanara _Wawiriya_ Burton_Ngayuku mamaku ngura _my father_s country__ minyma mingkiri tjuta _small desert female .jpg,2017_Kunmanara _Wawiriya_ Burton_Ngayuku mamaku ngura _my father_s country__ minyma mingkiri tjuta _small desert female ,https://www.artgallery.nsw.gov.au/prizes/wynne/2017/29862/
2017,Teresa Baker,Minyma Malilunya,synthetic polymer on linen,"This painting depicts the story of Malilu, an important creation being. Malilu was a crippled woman. As she moved and preformed a sacred inma (dance) she left peculiar tracks in the sand. Her two daughters ran off to get married, leaving her to fend for herself. It was very hard for her to collect bush foods and water because she had to drag her leg as she walked. Through much effort she collected desert raisins, bush tomatoes, berries and many different kinds of wild foods. Teresa Baker, 2017",False,data/images/2017_Teresa Baker_Minyma Malilunya.jpg,2017_Teresa Baker_Minyma Malilunya,https://www.artgallery.nsw.gov.au/prizes/wynne/2017/29861/
2019,Christopher Zanko,Bulli: bricks and black diamonds,acrylic on wood relief-carving,"As a teenager, the abandoned brickworks behind this house was our playground, a refuge from high school and a place to skateboard. I have lived in the suburbs north of Wollongong my whole life, an area once defined by its heavy industry and the postwar brick and fibro houses, squeezed between the coast and the towering escarpment. In my practice, I use woodblock printing techniques combined with painting to depict the vernacular architecture. This house, like many others, is vulnerable to the changing circumstances in recent years. By carving the image I create a level of density that ensures permanence, whether the existing structure remains or is destroyed. Christopher Zanko, 2019",False,data/images/2019_Christopher Zanko_Bulli_ bricks and black diamonds.jpg,2019_Christopher Zanko_Bulli_ bricks and black diamonds,https://www.artgallery.nsw.gov.au/prizes/wynne/2019/30098/
2020,Mulkuṉ Wirrpanda,Djuḏutjuḏumun djinawa guṉḏirrŋura (pardalotes nesting inside termite mound),natural pigments on bark (Eucalyptus tetradonta),"These idiosyncratic tall, thin, grey, slab-like magnetic termite mounds are almost flatly two dimensional and oriented north-south so they receive the warmth of the eastern and western sun but don’t suffer the extreme heat of midday. The termites, munyukuluŋu, are eusocial. This is the highest form of communality and includes sharing the care of their offspring. These insects feed the ecosystem, including the forest itself, and also live in balance with others, including ferocious meat ants, ŋäḏi, which often share their nest. Even the tiny birds known as pardalotes, or djuḏutjuḏumun, nest within these constructions. Mulkuṉ Wirrpanda, 2020",False,data/images/2020_Mulkuṉ Wirrpanda_Djuḏutjuḏumun djinawa guṉḏirrŋura _pardalotes nesting inside termite mound_.jpg,2020_Mulkuṉ Wirrpanda_Djuḏutjuḏumun djinawa guṉḏirrŋura _pardalotes nesting inside termite mound_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30202/
2020,John R Walker,Fireground 2 (for Matty H),archival oil on polyester,"In Braidwood, NSW , during last summer’s horrific bushfires, we were dominated by an all-pervasive smoke, on streets where the only movement was the endless queues of emergency service tankers refuelling. One of the firefighters, Matty H, told me he and his crew would reverse their truck in close to the threatened houses, fight the fire, then when it got too hot they’d hightail it out a few hundred metres. Once the flames subsided they’d reverse back in and resume the fight, for hours non-stop. Matty was exhausted, running on adrenaline. Fireground 2 (for Matty H) is what I saw in his eyes. John R Walker, 2020",False,data/images/2020_John R Walker_Fireground 2 _for Matty H_.jpg,2020_John R Walker_Fireground 2 _for Matty H_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30201/
2020,Aida Tomescu,Silent spring,oil on linen,"My paintings have long responded to the particular conditions of the Australian landscape – the sheer expansiveness of the land, the splendour and severity of colour, and specifically the quality of light. In the extreme circumstances of 2019–20, each of those conditions was dramatically altered, practically and emotionally. The openness of this diptych’s structure, the fluidity of the pigments and the potential in the material residue signal the manner in which nature will reconstitute form in the most unpredictable way. The title Silent spring references the environmental science book by Rachel Carson published in 1962. Aida Tomescu, 2020",False,data/images/2020_Aida Tomescu_Silent spring.jpg,2020_Aida Tomescu_Silent spring,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30200/
2020,George Tjungurrayi,Untitled,acrylic on linen,"This painting relates to the claypan site known as Mamultjjulkulnga, on the edge of Wilkinkarra (Lake Mackay) in Western Australia. This site is of great importance to me as it is where my father passed away. After rain, this claypan becomes a large shallow freshwater lake, which provides ideal conditions for the fleshy shrub known in Pintupi as mungilya. In ancestral times, two Tingari men of the Tjungurrayi and Tjapaltjarri kinship groups camped at this site. They gathered the seeds from Mungilya which, when ground into a paste, is roasted in the campfire coals to produce a type of unleavened bread. George Tjungurrayi, 2020",False,data/images/2020_George Tjungurrayi_Untitled.jpg,2020_George Tjungurrayi_Untitled,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30199/
2020,Imants Tillers,Prayer for rain,"synthetic polymer paint, gouache on 54 canvas boards","A flower meadow is an unusual subject for an Australian landscape – we are more familiar with the harsh realities of fire, drought and flood. Yet such gentle, quiet and fecund places exist on our continent – notably in the subalpine areas of NSW , Victoria and Tasmania. And indeed proximity to the summer meadows of the Kosciusko National Park was one of the reasons I moved with my family to Cooma, 25 years ago. But here the meadow of daisies is also a metaphor for the self. So we pray: ‘ MINE THOU LORD OF LIFE , SEND MY ROOTS RAIN’. Imants Tillers, 2020",False,data/images/2020_Imants Tillers_Prayer for rain.jpg,2020_Imants Tillers_Prayer for rain,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30198/
2020,Tim Storrier,The plague year (an itinerant’s repose),acrylic on canvas,"If a work of art requires an explanatory text, the meaning and purpose of the work has failed. If the text communicates the aim of the work accurately why have the work? Just display the text. With a well-considered work of art, the less said the better. Tim Storrier, 2020",False,data/images/2020_Tim Storrier_The plague year _an itinerant_s repose_.jpg,2020_Tim Storrier_The plague year _an itinerant_s repose_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30197/
2020,"Keith Stevens, Taylor Cooper, Witjiti George",Piltati–Malara: wanampi tjukurpa,acrylic on linen,"Witjiti George and Keith Stevens are cousins, Taylor Cooper their uncle. Mr Stevens was visiting Kaltjiti from his hometown of Nyapari in the Aṉangu Pitjantjatjara Yankunytjatjara ( APY ) Lands, South Australia, when they made this work. The tjilpi pampas (elder men) got talking about painting their story together. And so, they did… George and Stevens share the Piltati wanampi tjukurpa – a story about two water snakes and their homeland. Cooper paints Malara wanampi tjukurpa – the place of the water serpent. ‘This painting is our story, this is our Country, this is our culture.’ – Keith Stevens, Taylor Cooper, Witjiti George, 2020",False,data/images/2020_Keith Stevens_ Taylor Cooper_ Witjiti George_Piltati_Malara_ wanampi tjukurpa.jpg,2020_Keith Stevens_ Taylor Cooper_ Witjiti George_Piltati_Malara_ wanampi tjukurpa,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30180/
2020,Alex Seton,Proposal for a humble monument,Molong marble,"There is no place for ‘humble’ in public space, particularly in marble monuments. Public spaces represent our shared values. Those change constantly. Isn’t it time we considered a humble monument? Something with a little more humility, something that acknowledges our imperfection – that we have gotten it wrong, and will get it wrong again, that we are constantly evolving, constantly learning. The kneeling figure contained in the block is made from an old hand-picked piece of Australian Molong marble that sat in a quarry yard for years, used as the recalibration weight to check the accuracy of their scales. Alex Seton, 2020",False,data/images/2020_Alex Seton_Proposal for a humble monument.jpg,2020_Alex Seton_Proposal for a humble monument,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30196/
2020,Luke Sciberras,"White Christmas, Bell, NSW",oil on board,"Immediately after the fires of December 2019 I walked through the ashen bush and as the stumps and ground were still hot and smouldering it struck me I was immersed in a predominantly white landscape. The bark of the trees was dotted with fine white powdery ash and the nuts and pods had cracked open, spilling their seeds. Though the forest floor retained an incredible heat, the sky had momentarily cleared to form crisp blue shards against the shapes left after the blaze. Various versions of white had briefly formed a fine downy layer all over the place, changing my way of seeing a habitat gutted by fire into a visual cleanse rather than a sooty black mess. Luke Sciberras, 2020",False,data/images/2020_Luke Sciberras_White Christmas_ Bell_ NSW.jpg,2020_Luke Sciberras_White Christmas_ Bell_ NSW,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30195/
2020,Gareth Sansom,No man is an island,oil and enamel on linen,"At the halfway stage of this work, the shapes began to resemble a floating island reminiscent of Swiss artist Arnold Böcklin’s third painting of The isle of the dead 1883, which features towering cliff faces. I then developed the painting further, with Böcklin in mind. At around the same time, I came across John Donne’s prose work Devotions upon emergent occasions 1624 in which two lines are memorable: ‘No man is an island’ and ‘For whom the bell tolls’. I use the first of these as my title, noting that we should feel a sense of belonging to the whole of the human race. Gareth Sansom, 2020",False,data/images/2020_Gareth Sansom_No man is an island.jpg,2020_Gareth Sansom_No man is an island,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30194/
2020,Caroline Rothwell,Symbiosis (bluebeard orchid),"hyrdrostone, canvas, paint, epoxy glass, stainless steel, wood, hardware","Symbiosis (bluebeard orchid) is a sculpture influenced by the endemic bluebeard orchid and 19th-century botanical models made by Brendel, a German company. The sculpture supports elements of 21st-century infrastructure and grows avaricious tongues. The work points to the Symbiocene, a future where man-made systems attempt to align with nature, rather than overpower it. Caroline Rothwell, 2020",False,data/images/2020_Caroline Rothwell_Symbiosis _bluebeard orchid_.jpg,2020_Caroline Rothwell_Symbiosis _bluebeard orchid_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30193/
2020,Margaret Richards,Ngayuku ngura,acrylic on linen,"When I paint my mind travels back to my Country. I had to move to Adelaide for medical treatment many years ago. So now when I paint, I am right on my Country in the western Aṉangu Pitjantjatjara Yankunytjatjara ( APY ) Lands, near Pipalyatjara in South Australia. I am not able to be there to look after this Country anymore, but through my painting I celebrate the tjukurpa of the Country and keep it alive, so my painting is caring for Country too. Margaret Richards, 2020",False,data/images/2020_Margaret Richards_Ngayuku ngura.jpg,2020_Margaret Richards_Ngayuku ngura,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30191/
2020,Hubert Pareroultja,"Tjoritja (West MacDonnell Ranges, NT)",acrylic on canvas,"I am a Western Aranda man. My family believe giant caterpillars called the Yeperenye became Tjoritja (West MacDonnell Ranges in the distant past). The giant caterpillars entered through gaps in the ranges. In this painting the trees are a symbol for caterpillars coming through to the Country, and they travelled from Mount Zeil past Mparntwe (Alice Springs) to Emily Gap. I believe Emily Gap to be part of the West MacDonnell Ranges (although other people refer to them as the East MacDonnell Ranges). I got all the ideas for the painting from my father, Ruben Pareroultja, because he was a Western Aranda man. Hubert Pareroultja, 2020",True,data/images/2020_Hubert Pareroultja_Tjoritja _West MacDonnell Ranges_ NT_.jpg,2020_Hubert Pareroultja_Tjoritja _West MacDonnell Ranges_ NT_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30190/
2020,Gino Palmieri,Nobbys Head – storm approaching Newcastle,watercolour on paper,"The lighthouse on Nobbys Head sits at the entrance to Newcastle Harbour, like a sentinel standing guard. On this day, walking along the breakwall that juts out into the ocean, one could imagine being aboard a ship, looking back towards Nobbys Head and the city of Newcastle. The scene was sketched very quickly as the storm came rolling in from the south. Turneresque skies with Sargent’s descriptive brushwork provide the influences to maximise the drama. Painted just before the COVID-19 lockdown, it seems to be a premonition of impending danger. Gino Palmieri, 2020",False,data/images/2020_Gino Palmieri_Nobbys Head _ storm approaching Newcastle.jpg,2020_Gino Palmieri_Nobbys Head _ storm approaching Newcastle,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30189/
2020,Lucy O'Doherty,Afternoon light on coral house,mixed media on paper,"In my practice I am interested in capturing the atmospheric effect of the transitional light phases that occur between day and night on the urban and natural landscape. In this particular work, I wanted to reflect the time of day when the setting sun is close to the horizon, causing the light that is hitting the angular houses and surrounding flora to appear softer, and immersing the streetscape in the warm tones of the fading light. Lucy O’Doherty, 2020",False,data/images/2020_Lucy O_Doherty_Afternoon light on coral house.jpg,2020_Lucy O_Doherty_Afternoon light on coral house,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30188/
2020,Yukultji Napangati,Untitled,acrylic on linen,"This painting depicts designs associated with Yunala, a rock hole and soakage water site situated among sandhills just to the west of the Kiwirrkura community in the Gibson Desert in Western Australia. During ancestral times, a group of women camped at the site, digging the edible roots of the bush banana or silky-pear vine, also known as yunala. The lines in this painting represent both the sandhills surrounding the site as well as the yunala tubers underground, and the concentric circles surrounded by the ‘U’ shapes depict groups of women camped together. Yukultji Napangati, 2020",False,data/images/2020_Yukultji Napangati_Untitled.jpg,2020_Yukultji Napangati_Untitled,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30187/
2020,Paul Namarinjmak Nabulumo,Ngalyod at Kubumi,natural pigments and PVA fixative on bark (Eucalyptus tetradonta),"The large lorrkkon (hollow log) depicts two Ngalyod (rainbow serpents) at the site Kubumi on Kulmarru clan country. Ngalyod is an important female creator ancestor in Kuninjku religion, associated with the storms and the tempestuous weather of the wet season. Kubumi is a series of deep waterholes along the Mann River that are connected by underground tunnels that Ngalyod created and where she rests today. The site is owned jointly by the Kurulk, Kulmarru and Bordoh clans. In this work, the Ngalyod are depicted with forked tongues, sharp teeth and fin-like tails, referencing the freshwater bodies she inhabits and guards. Paul Namarinjmak Nabulumo, 2020",False,data/images/2020_Paul Namarinjmak Nabulumo_Ngalyod at Kubumi.jpg,2020_Paul Namarinjmak Nabulumo_Ngalyod at Kubumi,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30186/
2020,Betty Muffler,Ngangkari ngura (healing place),acrylic on linen,"This is my Country, Yalungu, south of Watarru, in the Aṉangu Pitjantjatjara Yankunytjatjara ( APY ) Lands in South Australia. It is a place where the emus drink at the waterhole. The emus made this shelter at Yalungu, which I love to paint, and their emu tracks were made as they travel. There is a rock shelter above, and below this there is good ground for the emus. My paintings are about ngangkari (traditional healers/healing practices) and sites related to healing. I’ve painted rock holes and the water flowing through the landscape, just like the energy that flows through people and places – it’s invisible to most people, but ngangkari can see spirits and feel a lot of different energy. Betty Muffler, 2020",False,data/images/2020_Betty Muffler_Ngangkari ngura _healing place_.jpg,2020_Betty Muffler_Ngangkari ngura _healing place_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30185/
2020,Dhuwarrwarr Marika,Yalaŋbara (sand dunes at Yalaŋbara),natural pigments on bark (Eucalyptus tetradonta),"The design contains the identity of the coastal place of Yalaŋbara – some of the finest sand dunes in the Northern Territory towering above a windswept oceanic beach near the junction of the Arafura Sea and the Gulf of Carpentaria. It’s an important place for the Yolŋu people, especially the Dhuwa moiety, as it’s the landing site of the Djaŋ’kawu – the major creator beings for everything associated with the Dhuwa. Arriving at sunrise, the Sisters prepare for the first birth, a self-fertilised act of creation. Their white hair, Djawulu, is symbolic of sacred wisdom. Mawalan is the name given to the sacred staff the Sisters use to create springs and rocks and other features in their later journeys through the land of other Dhuwa clans. The design shows saltwater drying on their skin, the sand slipping down as the Sisters mount the dunes. The sun has risen on the birth of a nation: the Rirratjiŋu clan. Dhuwarrwarr Marika, 2020",False,data/images/2020_Dhuwarrwarr Marika_Yalaŋbara _sand dunes at Yalaŋbara_.jpg,2020_Dhuwarrwarr Marika_Yalaŋbara _sand dunes at Yalaŋbara_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30184/
2020,Noŋgirrŋa Marawili,Lightning and the rock,natural pigments and printer toner on bark (Eucalyptus tetradonta),"This is a monolithic rock off the coast of north-east Arnhem Land, just north of Cape Shield in the Northern Territory. It is emblematic as a statue of the ancestors. This Madarrpa clan rock is set immovable in deep water hit by the electric ‘curse’ that the snake spits into the sky in the form of lightning and the oceanic sea spray. Millennia of cyclonic wave action cannot shift its holy foundation. Noŋgirrŋa Marawili, 2020",False,data/images/2020_Noŋgirrŋa Marawili_Lightning and the rock.jpg,2020_Noŋgirrŋa Marawili_Lightning and the rock,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30183/
2020,Guido (Guy) Maestri,The rain song,oil on linen,"There is an immense old sheep station in Wilcannia (north-western NSW ) where I go to paint from time to time. In the homestead’s front-yard is a grand old cactus garden. All attempts at its upkeep were abandoned years ago and it is being reclaimed by its harsh surrounding landscape. It is somehow unsettling and represents an extraordinarily slow dance between man and nature. It gives me a sense of the persistent march of time, of our often-futile attempts at controlling our environment. It also inspired this painting – the first I have ever made from memory. Guy Maestri, 2020",False,data/images/2020_Guido _Guy_ Maestri_The rain song.jpg,2020_Guido _Guy_ Maestri_The rain song,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30182/
2020,Yurpiya Lionel,Anumara,acrylic on linen,"I am painting my family’s place called Anumara, near Irrunytju (Wingellina), in Western Australia. Anumara is also the name for a type of caterpillar and Anumara is the tjukurpa place for this caterpillar. When I am painting I am thinking like the caterpillars, and creating anumara tjina tjuta (many tracks), like they are crawling, crawling everywhere on Country. In the wintertime you can see these caterpillars everywhere. Ara irititja (a long time ago), we cooked them in the fire and ate them, but not anymore. Yurpiya Lionel, 2020",False,data/images/2020_Yurpiya Lionel_Anumara.jpg,2020_Yurpiya Lionel_Anumara,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30181/
2020,Eliza Gosse,Spoonfuls of Milo at Kosciuszko,oil on canvas,"Inspired by a recent trip to Thredbo, my painting depicts Harry Seidler’s 1963 ski lodge. My paintings typically depict suburban architecture from the mid century with the use of flat planes of colour, clean geometric forms and a nostalgic inflection. The lodge was the first house I’ve been able to visit and draw in person since the restrictions, so I wanted it to stand isolated, enveloped by trees, the mountain all to itself. I’ve never been inside the house, but like to imagine through my titles what the occupants are doing. A day of skiing, undies wet and noses red, shovelling Milo into hot milk, huddled by a fire. Eliza Gosse, 2020",False,data/images/2020_Eliza Gosse_Spoonfuls of Milo at Kosciuszko.jpg,2020_Eliza Gosse_Spoonfuls of Milo at Kosciuszko,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30179/
2020,Juan Ford,This moment,oil on linen,"This work reflects upon the absurdity of attempting to dominate and control the natural world. After all, we are products of nature and not separate from it. The human will to control nature is evident in the illustrations of landscapes that we are so used to. Ponder this: when one stands in a landscape, the experience of doing so is utterly different to the experience of looking at an image of the same landscape. This difference is so great that it verges on the farcical. This work depicts that yawning divide, in being a painting of landscape that has been painted. Juan Ford, 2020",False,data/images/2020_Juan Ford_This moment.jpg,2020_Juan Ford_This moment,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30178/
2020,Lucy Culliton,"Gunningrah, Bottom Bullock",oil on canvas,"Bottom Bullock is the name of the paddock on a property on the Monaro, southern NSW . I have been making a series of paintings of the ponds on Charlie Maslin’s farm. He has slowed the watercourse with leaky weirs, creating ponds with reeds and grasses. We have been in drought the past few years and I want to show the positive work that’s being done. I painted a study by the creek while Charlie flew his drone, taking photos in the smoke of the bushfires. Back in the comfort of my studio I made this larger painting from the study. Lucy Culliton, 2020",False,data/images/2020_Lucy Culliton_Gunningrah_ Bottom Bullock.jpg,2020_Lucy Culliton_Gunningrah_ Bottom Bullock,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30177/
2020,Timothy Cook,Kulama,"natural ochres, binder, gesso primer on linen","During his extensive career, Timothy Cook has focused on representing the kulama ceremony, an initiation for young Tiwi people that coincides with the harvest of wild yam in the late wet season when a ring appears around japarra (the moon). The circles in his work symbolise the moon, yam, the ritual circles of the ceremony, and the pwanga (dots) echo the japalinga (stars). Cook paints exclusively with natural red, white and yellow ochres sourced from Country around Melville Island off the Northern Territory coast, creating a rich cultural and material representation of the Tiwi landscape. ‘I will take a painting to heaven so my mother will recognise me.’ – Timothy Cook, 2020",False,data/images/2020_Timothy Cook_Kulama.jpg,2020_Timothy Cook_Kulama,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30176/
2020,Otis Hope Carey,Ngalunggirr miinggi (healing spirit),acrylic on canvas,"This painting as a whole is about my grandmother entering back into Gaagal, the ocean. Otis Hope Carey, 2020",False,data/images/2020_Otis Hope Carey_Ngalunggirr miinggi _healing spirit_.jpg,2020_Otis Hope Carey_Ngalunggirr miinggi _healing spirit_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30175/
2020,Nyunmiti Burton,Seven Sisters,acrylic on linen,"Kungkarangkalpa – seven pa tjukurpa mulapa ananguku iriti nguru alatjitu tjana kanyiningi munuya lalatja malatja Tjuta nintinu. Ka kuwari tjana ngapartji kanyini. This story has been held by Aṉangu since long ago, passed through generations, and is celebrated today. The Seven Sisters story shares lessons in women’s leadership. It tells women how to be strong, how to look after each other – such important lessons today for our young women and girls. Our future leaders. This year has been hard for artists worldwide because of the coronavirus. It’s been really hard for Aboriginal people in Australia. A lot of Aboriginal people have poor health, so it’s a frightening time. For me, making paintings this year and celebrating my tjukurpa has been more important than ever, it’s something I’ve needed to hold onto. Painting has kept my mind clear and away from the worries of the world. Nyunmiti Burton, 2020 This work was awarded the Roberts Family Aboriginal and Torres Strait Islander Prize 2020 and was highly commended in the Wynne Prize 2020.",True,data/images/2020_Nyunmiti Burton_Seven Sisters.jpg,2020_Nyunmiti Burton_Seven Sisters,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30174/
2020,Leah Brady,Piltarti tjukurpa,acrylic on linen,"I am painting a really important place located between Amata and Nyapari communities on the Aṉangu Pitjantjatjara Yankunytjatjara ( APY ) Lands in South Australia – the Piltarti tjukurpa and rock hole. My grandmother was pregnant with my mother at the top of the hill overlooking this rock hole. My mother, Nganyinytja, was an important leader who started the NPY Women’s Council. I have my own commitment to leadership now, having helped senior women start the APY Gallery and Studio for Aṉangu in Adelaide last year; this is where I paint every day I can. I celebrate my culture and work beside other women who have moved to Adelaide. It’s a piece of the APY Lands in the city. Leah Brady, 2020",False,data/images/2020_Leah Brady_Piltarti tjukurpa.jpg,2020_Leah Brady_Piltarti tjukurpa,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30173/
2020,Nicholas Blowers,Savage entropy in Payne's grey,oil on canvas,"There is a busy, chaotic feel to my work; a world of debris and clutter that one often finds in the Australian landscape. I often search for places that have a heightened sense of drama and find it particularly in subjects that are in an advanced stage of collapse and decay. The subject of this painting is a mine-tailings pond at Savage River in Tasmania. It is a place of conflict, a landscape where both human interests and wildness compete. Paradoxically, it is also a place of beauty at odds with the drama that is unfolding. Nicholas Blowers, 2020",False,data/images/2020_Nicholas Blowers_Savage entropy in Payne_s grey.jpg,2020_Nicholas Blowers_Savage entropy in Payne_s grey,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30172/
2020,Natasha Bieniek,Lalla,oil on gold mirror Dibond,"This year has unearthed much chaos and tragedy. The coronavirus pandemic has had an unprecedented impact on our community and forced us inside our homes. As a Victorian currently experiencing stage-four lockdown, some form of escapism is necessary. It’s the small pockets of nature like the one featured in my painting, Lalla , that offer respite and tranquillity amid such challenging conditions. Local parks and gardens enable us to recharge our batteries and are imperative to our physical and mental wellbeing. My painting explores my ongoing interest in the relationship between people and nature within an urban context. Natasha Bieniek, 2020",False,data/images/2020_Natasha Bieniek_Lalla.jpg,2020_Natasha Bieniek_Lalla,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30171/
2020,Del Kathryn Barton,I take it down to the flow,"bronze, acrylic-painted MDF plinth","I take it down to the flow every time I step into the studio. To do the work I need the abstract, expansive pulse of the brain-space in utter connection to the feeling-self. And all this sensation held somehow by the energy-matter of our physical self, which, in my experience, is more mutable than we have been led to believe. This shiny one looks up and outwards; she knows how to stretch, command and move her being! Del Kathryn Barton, 2020",False,data/images/2020_Del Kathryn Barton_I take it down to the flow.jpg,2020_Del Kathryn Barton_I take it down to the flow,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30170/
2020,"Alec Baker, Peter Mungkuri",Nganampa Ngura (our Country),acrylic and ink on linen,"I made this painting working together with Alec Baker, my oldest friend. Alec and I have known each other our whole lives. We’ve painted our Country – it’s beautiful Country – with a lot of tjukurpa. We protect our Country, we look after it. The tjilpis (senior men) like us to teach the younger people everything about looking after Country, how to protect culture. I’ve painted all different types of punu (trees), because they’re a symbol of Aṉangu culture –  the tree is where our culture starts. Alec has painted his Country, his story – kalaya tjina (emu tracks), tjukula (rock holes), minyma (women) travelling. Peter Mungkuri, 2020",False,data/images/2020_Alec Baker_ Peter Mungkuri_Nganampa Ngura _our Country_.jpg,2020_Alec Baker_ Peter Mungkuri_Nganampa Ngura _our Country_,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30169/
2020,Julianne Ross Allcorn,Mollitium 2,"triptych: watercolour, pencil, charcoal on 21 birch wood panels","Mollitium means ‘resilience’ in Latin. Resilience is the Australian bush; she embraces and forgives. My work travels from right to left – from the threat of fire, to escape and regrowth. I’ve drawn wattle, banksia, grevillea, waratah, gumnuts, gum blossoms, seeds and leaves from different native plants, the Gymea lily and the wildlife of the bush. Last summer’s fires were stopped 20 minutes from our family getaway at Burralong Valley, near Laguna in the lower Hunter Valley, NSW . I spend much of my time there, drawing from all that surrounds me. When I walk through the valley, the scents, sounds, textures and colours envelop me and I lose myself. When you’re in nature, I encourage you to stop, stand still, close your eyes and listen, then open your eyes and try to find what you saw, smelt and heard. Julianne Ross Allcorn, 2020",True,data/images/2020_Julianne Ross Allcorn_Mollitium 2.jpg,2020_Julianne Ross Allcorn_Mollitium 2,https://www.artgallery.nsw.gov.au/prizes/wynne/2020/30192/
